,Object_ID,Image_URL,Title,Object_Name,Medium,Classification,Department,Culture,Period,Object_Date,Target
5458,40085,https://images.metmuseum.org/CRDImages/as/web-large/DP-15452-096.jpg,Dish,Dish,Porcelain painted in overglaze polychrome enamels,Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",ca. late 17th–first half of 18th century,0
5459,445502,https://images.metmuseum.org/CRDImages/is/web-large/sf08-256-213a.jpg,Fragment,Fragment,Earthenware; incised decoration through white slip and coloring under transparent glaze,Ceramics,Islamic Art,,,14th–15th century,0
5460,48603,https://images.metmuseum.org/CRDImages/as/web-large/20_41_6_O1_sf.jpg,Vase,Vase,Porcelain,Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",,0
5461,190985,https://images.metmuseum.org/CRDImages/es/web-large/4775.jpg,Tile,Tile,Tin-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,first quarter 17th century,0
5462,192043,https://images.metmuseum.org/CRDImages/es/web-large/DP-1372-048.jpg,Teapot,Teapot,Stoneware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1800,0
5463,201052,https://images.metmuseum.org/CRDImages/es/web-large/150867.jpg,Vase (one of two),Vase,Hard-paste porcelain,Ceramics-Porcelain-Export,European Sculpture and Decorative Arts,,,mid-18th century,0
5464,308542,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.41.jpg,Stirrup Spout Bottle with Seated Figure,Bottle,"Ceramic, slip",Ceramics-Containers,The Michael C. Rockefeller Wing,Moche,,5th–7th century,0
5465,463533,https://images.metmuseum.org/CRDImages/md/web-large/DP-139-002.jpg,Jug with Flattened Spout,Jug,Glazed earthenware,Ceramics,Medieval Art,Italian,,ca. 1300,0
5466,47901,https://images.metmuseum.org/CRDImages/as/web-large/23425.jpg,"Figure of Han Xiangzi, One of the Eight Immortals",Figure,Biscuit with polychrome enamels (Jingdezhen ware),Ceramics,Asian Art,China,Qing dynasty (1644–1911),19th century,0
5467,324480,https://images.metmuseum.org/CRDImages/an/web-large/ME55_162_1.jpg,Plaque with face of the demon Humbaba,Relief,Ceramic,,Ancient Near Eastern Art,Babylonian,Old Babylonian,ca. 2000–1600 B.C.,0
5468,206810,https://images.metmuseum.org/CRDImages/es/web-large/218733.jpg,Punch bowl,Punch bowl,Hard-paste porcelain,Ceramics-Porcelain-Export,European Sculpture and Decorative Arts,,,1775–1880,0
5469,447148,https://images.metmuseum.org/CRDImages/is/web-large/sf20-120-34c.jpg,Bowl,Bowl,Stonepaste; underglaze painted,Ceramics,Islamic Art,,,13th century,0
5470,46568,https://images.metmuseum.org/CRDImages/as/web-large/20945.jpg,Minature vase,Vase,Porcelain with copper red glaze (Jingdezhen ware),Ceramics,Asian Art,China,Qing dynasty (1644–1911),18th century,0
5471,694280,https://images.metmuseum.org/CRDImages/md/web-large/28.99.151.jpg,Fragment,Fragment,"Glass, ceramic",Glass-Vessels,Medieval Art,European or Middle Eastern,,ca. 1150–ca. 1250,0
5472,194586,https://images.metmuseum.org/CRDImages/es/web-large/45672.jpg,Screw-top jar (Schraubflasche),Jar,Salt-glazed stoneware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,late 18th century,0
5473,194239,https://images.metmuseum.org/CRDImages/es/web-large/DP-300-001.jpg,Scent bottle,Scent bottle,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1753–58,0
5474,49207,https://images.metmuseum.org/CRDImages/as/web-large/DP-14610-053.jpg,Vase with abstract scroll decoration,Vase,Stoneware with sgraffito decoration (Cizhou ware),Ceramics,Asian Art,China,Liao dynasty (907–1125),11th–12th century,0
5475,186243,https://images.metmuseum.org/CRDImages/es/web-large/25402.jpg,Saucer (part of a coffee service),Saucer,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,early 19th century,0
5476,667255,https://images.metmuseum.org/CRDImages/as/web-large/DP703030.jpg,Vase with handles,Vase,Stoneware with polychrome enamels (Ko-Kiyomizu ware),Ceramics,Asian Art,Japan,Edo period (1615–1868),18th century,0
5477,453593,https://images.metmuseum.org/CRDImages/is/web-large/sf08-256-274a.jpg,Fragment,Fragment,Earthenware; incised decoration through white slip and coloring under transparent glaze,Ceramics,Islamic Art,,,14th–15th century,0
5478,2141,https://images.metmuseum.org/CRDImages/ad/web-large/ES4177.jpg,Coffeepot,Coffeepot,Earthenware; Redware,,The American Wing,American,,ca. 1800–25,0
5479,42320,https://images.metmuseum.org/CRDImages/as/web-large/240178.jpg,Dish,Dish,"Porcelain painted in overglaze famille rose enamels, crimson pink glaze on the reverse",Ceramics,Asian Art,China,Qing dynasty (1644–1911),ca. 1730–50,0
5480,449869,https://images.metmuseum.org/CRDImages/is/web-large/LC-40_170_184overall.jpg,Ewer,Ewer,Earthenware; slip covered and unglazed,Ceramics,Islamic Art,,,late 8th–9th century,0
5481,446335,https://images.metmuseum.org/CRDImages/is/web-large/wb-13.190.39d.JPG,Fragment of a Bowl,Fragment,Earthenware; incised decoration through white slip and coloring under transparent glaze.,Ceramics,Islamic Art,,,14th–15th century,0
5482,47072,https://images.metmuseum.org/CRDImages/as/web-large/13249.jpg,Jar,Jar,Pottery; silver band about rim (Kyoto ware),Ceramics,Asian Art,Japan,Edo (1615–1868) or Meiji period (1868–1912),19th century,0
5483,450231,https://images.metmuseum.org/CRDImages/is/web-large/wb-40.170.566.JPG,Fragment of a Bowl,Fragment of a bowl,Earthenware; white slip with black slip decoration under transparent glaze,Ceramics,Islamic Art,,,9th–10th century,0
5484,200982,https://images.metmuseum.org/CRDImages/es/web-large/DP-15518-039.jpg,Vase with cover (part of a garniture),Vase with cover,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1765–70,0
5485,188750,https://images.metmuseum.org/CRDImages/es/web-large/121922.jpg,Saucer,Saucer,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1735,0
5486,52676,https://images.metmuseum.org/CRDImages/as/web-large/26_292_9_S1_sf.jpg,Incense Burner,Incense burner,Pottery (Jun ware),Ceramics,Asian Art,China,Song dynasty (960–1279),,0
5487,447907,https://images.metmuseum.org/CRDImages/is/web-large/sf26-36a.jpg,Dish,Dish,Earthenware; painted on an opaque white (tin) glaze,Ceramics,Islamic Art,,,9th–10th century,0
5488,308654,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.157.JPG,Incised Painted Bowl,Bowl,"Ceramic, slip, pigment",Ceramics-Containers,The Michael C. Rockefeller Wing,Paracas,,5th–2nd century B.C.,0
5489,45843,https://images.metmuseum.org/CRDImages/as/web-large/17_229_24_44814.jpg,Haniwa House of the Period,Haniwa model,Earthenware,Sculpture,Asian Art,Japan,,3rd–7th century,0
5490,323716,https://images.metmuseum.org/CRDImages/an/web-large/ME39_60_8.jpg,Jug,Jug,"Ceramic, paint",,Ancient Near Eastern Art,Iran,Iron Age II-III,ca. 900-700 B.C.,0
5492,203113,https://images.metmuseum.org/CRDImages/es/web-large/183935.jpg,Falconer (one of a pair),Figure,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1744 and 1746,0
5493,207755,https://images.metmuseum.org/CRDImages/es/web-large/DP-20004-001.jpg,Five-light candelabrum,Candelabrum,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1736,0
5495,51036,https://images.metmuseum.org/CRDImages/as/web-large/32_100_438.JPG,Vase,Vase,Porcelain with lavender-blue glaze,Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi mark and period (1662–1722)",18th century,0
5497,190460,https://images.metmuseum.org/CRDImages/es/web-large/103117.jpg,Saucer,Saucer,Porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1840 (?),0
5499,448892,https://images.metmuseum.org/CRDImages/is/web-large/sf32-150-451a.jpg,Fragment,Fragment,Earthenware; incised,Ceramics,Islamic Art,,,8th–9th century,0
5500,203322,https://images.metmuseum.org/CRDImages/es/web-large/DP-15275-069.jpg,Dish (part of a set),Dish,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1752–55,0
5501,3214,https://images.metmuseum.org/CRDImages/ad/web-large/DP259090.jpg,Dish,Dish,Earthenware,,The American Wing,American,,1800–1830,0
5502,188577,https://images.metmuseum.org/CRDImages/es/web-large/102841.jpg,Plate,Plate,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1801–4,0
5504,194413,https://images.metmuseum.org/CRDImages/es/web-large/40636.jpg,Plate,Plate,Faience (tin-glazed earthenware),Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1780,0
5505,44341,https://images.metmuseum.org/CRDImages/as/web-large/DP-18688-004.jpg,Tomb Figure of Porcupine,Tomb figure,Grey earthenware with pigment,Tomb Pottery,Asian Art,China,Six Dynasties (220–589),3rd–6th century,0
5506,52224,https://images.metmuseum.org/CRDImages/as/web-large/210181.jpg,Bottle with Character Design,Bottle,Porcelain with underglaze blue (Hizen ware),Ceramics,Asian Art,Japan,Edo period (1615–1868),ca. 1630,0
5507,187843,https://images.metmuseum.org/CRDImages/es/web-large/174881.jpg,Panel of tiles,Panel of tiles,Tin-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,16th century,0
5509,451385,https://images.metmuseum.org/CRDImages/is/web-large/sf57-36-10a.jpg,Bowl,Bowl,"Stonepaste; overglaze painted, so-called ""mina'i"" ware",Ceramics,Islamic Art,,,12th–13th century,0
5510,451889,https://images.metmuseum.org/CRDImages/is/web-large/DP262930.jpg,Figure,Figure,Earthenware; unglazed,Ceramics,Islamic Art,,,12th–13th century,0
5511,47804,https://images.metmuseum.org/CRDImages/as/web-large/23501.jpg,Bottle vase,Bottle vase,Porcelain with yellow glaze (Jingdezhen ware),Ceramics,Asian Art,China,Qing dynasty (1644–1911),18th century,0
5512,467573,https://images.metmuseum.org/CRDImages/md/web-large/sf32-64-59as1.jpg,Tile,Tile,"Earthenware, glaze",Ceramics-Tiles,Medieval Art,Spanish,,15th–16th century,0
5513,555010,https://images.metmuseum.org/CRDImages/eg/web-large/bw09.185.24b.jpg,Funerary Cone of Djehutynefer,"Cone, circular impression, Djehutynefer",Pottery,,Egyptian Art,,New Kingdom,ca. 1550–1352 B.C.,0
5514,307618,https://images.metmuseum.org/CRDImages/ao/web-large/63.232.74.jpg,Greyware Bowl with Incised Monkeys,Bowl,Ceramic,Ceramics-Containers,The Michael C. Rockefeller Wing,Paracas,,3rd century B.C.,0
5515,448978,https://images.metmuseum.org/CRDImages/is/web-large/sf33-175-64a.jpg,Bowl,Bowl,Earthenware; glazed,Ceramics,Islamic Art,,,8th–9th century,0
5516,203023,https://images.metmuseum.org/CRDImages/es/web-large/ES1927.jpg,Golden oriole (one of a pair),Figure,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1740–41,0
5518,701303,https://images.metmuseum.org/CRDImages/es/web-large/DP-12252-040.jpg,Dish,Dish,Earthenware decorated with colored slips,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1800,0
5519,203257,https://images.metmuseum.org/CRDImages/es/web-large/LC-64_101_349ab.jpg,Scent bottle,Scent bottle,"Soft-paste porcelain, gold",Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1750–55,0
5520,203087,https://images.metmuseum.org/CRDImages/es/web-large/183916.jpg,L'Indifferent,Figure,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,"modeled 1738, this example ca. 1744",0
5521,447993,https://images.metmuseum.org/CRDImages/is/web-large/sf27-94-25.jpg,Lamp,Lamp,Earthenware; molded,Ceramics,Islamic Art,,,5th–6th century,0
5522,452492,https://images.metmuseum.org/CRDImages/is/web-large/sf1973-79-74a.jpg,Fragment of a Cup,Fragment,Stonepaste; painted under transparent glaze,Ceramics,Islamic Art,,,13th–16th century,0
5523,48392,https://images.metmuseum.org/CRDImages/as/web-large/53856.jpg,Cup,Cup,Earthenware with marblized body and brown glaze,Ceramics,Asian Art,China,Tang dynasty (618–907),7th–8th century,0
5524,445493,https://images.metmuseum.org/CRDImages/is/web-large/sf08-256-204a.jpg,Fragment,Fragment,Earthenware; incised decoration through white slip and coloring under transparent glaze,Ceramics,Islamic Art,,,14th–15th century,0
5525,695299,https://images.metmuseum.org/CRDImages/md/web-large/28.99.367.jpg,Fragment,Fragment,"Glass, ceramic",Glass-Vessels,Medieval Art,European or Middle Eastern,,ca. 1150–ca. 1250,0
5526,323212,https://images.metmuseum.org/CRDImages/an/web-large/ME36_30_20.jpg,Sherd,Sherd,Ceramic,,Ancient Near Eastern Art,Sasanian,Sasanian,ca. 3rd–7th century A.D.,0
5527,187829,https://images.metmuseum.org/CRDImages/es/web-large/27593.jpg,Vase,Vase,Tin-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,late 17th–early 18th century,0
5528,8357,https://images.metmuseum.org/CRDImages/ad/web-large/DP207936.jpg,Teapot,Teapot,Earthenware,,The American Wing,American,,1838–50,0
5530,460141,https://images.metmuseum.org/CRDImages/rl/web-large/DT3442.jpg,Armorial Jug (boccale),Jug,Maiolica (tin-glazed earthenware),Ceramics-Pottery,Robert Lehman Collection,"Italian, Montelupo",,ca. 1570–80,0
5531,312486,https://images.metmuseum.org/CRDImages/ao/web-large/1979.206.453_a.jpg,Double Spout Bottle,Bottle,Ceramic,Ceramics-Containers,The Michael C. Rockefeller Wing,Nasca,,1st–6th century,0
5532,474755,https://images.metmuseum.org/CRDImages/md/web-large/sf14-1-53s1.jpg,Ostrakon with a Letter to Bishop Pesenthius,Ostrakon,Pottery fragment with ink inscription,Ceramics,Medieval Art,Coptic,,600,0
5534,502857,https://images.metmuseum.org/CRDImages/mi/web-large/DP157376.jpg,Pottery Whistle,Pottery Whistle,Clay,Aerophone-Whistle Flute-whistle,Musical Instruments,Costa Rican,Pre-Columbian,ca. 800–1500,0
5535,210179,https://images.metmuseum.org/CRDImages/es/web-large/DP106667.jpg,Table,Table,"Hard-paste porcelain, gilded bronze, and yellow metal; iron and wood as support materials",Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1833–34,0
5536,326095,https://images.metmuseum.org/CRDImages/an/web-large/ME1972_222_38.jpg,Rim sherd,Sherd,Ceramic,,Ancient Near Eastern Art,,Middle Bronze Age,ca. early 2nd millennium B.C.,0
5537,198107,https://images.metmuseum.org/CRDImages/es/web-large/DP-23634-057.jpg,Plate,Plate,Tin-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1670–80,0
5538,314191,https://images.metmuseum.org/CRDImages/ao/web-large/1980.83.1_b.jpg,Ceramic Animal Head on a Base,Head,Ceramic,Ceramics-Sculpture,The Michael C. Rockefeller Wing,Bahia,,5th century B.C.–A.D. 4th century,0
5539,49273,https://images.metmuseum.org/CRDImages/as/web-large/2002_447_18_O.jpg,Storage jar,Storage jar,Stoneware with natural ash glaze (Tanba ware),Ceramics,Asian Art,Japan,Muromachi period (1392–1573),ca. 1500,0
5540,310575,https://images.metmuseum.org/CRDImages/ao/web-large/DP100719.jpg,Bowl,Bowl,"Ceramic, pigment",Ceramics-Containers,The Michael C. Rockefeller Wing,Mimbres,,9th–12th century,0
5541,38545,https://images.metmuseum.org/CRDImages/as/web-large/1992_72_2_O1.jpg,Large Incised Dish,Dish,White stoneware with transparent glaze,Ceramics,Asian Art,Vietnam,,15th–16th century,0
5542,452442,https://images.metmuseum.org/CRDImages/is/web-large/sf1973-79-21a.jpg,Fragment of a Bowl or Cup,Fragment,Stonepaste; painted under transparent glaze,Ceramics,Islamic Art,,,13th–16th century,0
5543,3951,https://images.metmuseum.org/CRDImages/ad/web-large/DP247747.jpg,Medallion of George Washington,Medallion,Earthenware,,The American Wing,British,,1776–96,0
5544,197876,https://images.metmuseum.org/CRDImages/es/web-large/110773.jpg,Ice cream cup (tasse à glace) (one of thirty-one) (part of a service),Ice cream cup,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1771,0
5545,197914,https://images.metmuseum.org/CRDImages/es/web-large/110880.jpg,Plate (assiette à palmes) (1 of 102) (part of a service),Plate,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1767,0
5546,447225,https://images.metmuseum.org/CRDImages/is/web-large/sf20-120-148c.jpg,Dish,Dish,Stonepaste; underglaze painted,Ceramics,Islamic Art,,,second half 17th century,0
5547,57436,https://images.metmuseum.org/CRDImages/as/web-large/19_39_19.JPG,Bottle,Bottle,Porcelaneous clay,Ceramics,Asian Art,Korea,Goryeo dynasty (918–1392),late 13th–early 14th century,0
5548,199166,https://images.metmuseum.org/CRDImages/es/web-large/133588.jpg,Jug (part of a set),Jug,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1735–40,0
5549,200759,https://images.metmuseum.org/CRDImages/es/web-large/DP-20892-001.jpg,"Plaque with a Dutch landscape, possibly a view of Kethel",Plaque,Tin-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1660–92,0
5550,444962,https://images.metmuseum.org/CRDImages/is/web-large/sf05-4-222.jpg,Lamp,Lamp,Earthenware; molded,Ceramics,Islamic Art,,,3rd century,0
5551,322514,https://images.metmuseum.org/CRDImages/an/web-large/hb22_195.jpg,Cylindrical jar,Jar,"Ceramic, glaze",,Ancient Near Eastern Art,Parthian,Parthian,ca. 2nd century A.D.,0
5552,203323,https://images.metmuseum.org/CRDImages/es/web-large/DP-15275-071.jpg,Dish (part of a set),Dish,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1752–55,0
5553,695422,https://images.metmuseum.org/CRDImages/md/web-large/28.99.453.jpg,Fragment,Fragment,"Glass, ceramic",Glass-Vessels,Medieval Art,European or Middle Eastern,,ca. 1150–ca. 1250,0
5554,52611,https://images.metmuseum.org/CRDImages/as/web-large/DP335595.jpg,Vase,Vase,Stoneware with blue-green glaze (Guan-ware),Ceramics,Asian Art,China,Song dynasty (960–1279),,0
5555,47433,https://images.metmuseum.org/CRDImages/as/web-large/79_2_1079_O1_sf.jpg,Vase,Vase,Porcelain painted in underglaze blue and overglaze gilt,Ceramics,Asian Art,China,Qing dynasty (1644–1911),late 18th–first half of the 19th century,0
5556,194256,https://images.metmuseum.org/CRDImages/es/web-large/ES615.jpg,Jug,Jug,Faience (tin-glazed earthenware),Ceramics-Pottery,European Sculpture and Decorative Arts,,,17th century or later,0
5558,449092,https://images.metmuseum.org/CRDImages/is/web-large/wb-36.20.61b.JPG,Bowl,Bowl,Earthenware; slip covered with black decoration under transparent glaze,Ceramics,Islamic Art,,,late 10th century,0
5559,51044,https://images.metmuseum.org/CRDImages/as/web-large/34_113_5.jpg,Covered Jar,Covered jar,Porcelanous ware with celadon glaze,Ceramics,Asian Art,China,Southern Song dynasty (1127–1279),12th–13th century,0
